                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 3.3497,                 3.8872,                 3.3086,                      0,                      0,                      0,                      0,                 5.5472,                 5.5807,                 4.2635,             0.00056135,             0.00056135,             0.00056135
                     19,                 3.5834,                 3.7692,                 3.2003,                      0,                      0,                      0,                      0,                 5.4823,                 5.5442,                 4.2058,             0.00055474,             0.00055474,             0.00055474
                     20,                 3.3807,                 3.9261,                 3.3568,                0.00065,                0.00701,                0.00106,                0.00017,                 5.1098,                 5.3371,                 3.9159,             0.00054814,             0.00054814,             0.00054814
                     21,                 3.2474,                 3.7181,                 3.1083,                0.90849,                0.00635,                0.01612,                0.00478,                 4.3938,                 4.8739,                 3.5212,             0.00054154,             0.00054154,             0.00054154
                     22,                 3.4331,                 3.7664,                 3.0247,                 0.5967,                0.03437,                0.02873,                 0.0095,                 3.5013,                 4.3698,                 3.1429,             0.00053493,             0.00053493,             0.00053493
                     23,                 3.4138,                   3.67,                  2.988,                0.49169,                0.07106,                  0.038,                 0.0129,                 3.1483,                 4.2184,                 2.9749,             0.00052833,             0.00052833,             0.00052833
                     24,                  3.394,                  3.575,                  2.971,                 0.4952,                0.08342,                0.04893,                0.01483,                 2.9909,                 4.0332,                 2.9065,             0.00052173,             0.00052173,             0.00052173
                     25,                 3.2675,                 3.5566,                 2.9587,                0.49667,                0.10126,                0.05912,                0.01854,                 2.8686,                 3.8493,                 2.8688,             0.00051512,             0.00051512,             0.00051512
                     26,                 3.0864,                 3.5156,                 2.9706,                0.49543,                0.10022,                 0.0631,                0.02332,                 2.7309,                 3.5627,                 2.8119,             0.00050852,             0.00050852,             0.00050852
                     27,                 3.2021,                 3.2977,                 2.7936,                0.27865,                0.12236,                 0.0724,                0.02896,                 2.6699,                  3.335,                 2.7704,             0.00050192,             0.00050192,             0.00050192
                     28,                 3.2647,                  3.483,                 2.8103,                0.29123,                0.15154,                0.09296,                0.03885,                 2.6114,                 3.1654,                 2.7423,             0.00049531,             0.00049531,             0.00049531
                     29,                 3.0065,                 3.3694,                 2.8048,                0.28972,                0.13969,                0.13089,                0.05514,                  2.576,                 3.0507,                 2.6994,             0.00048871,             0.00048871,             0.00048871
                     30,                 3.1698,                 3.2458,                 2.6757,                0.44632,                0.11743,                0.16732,                0.07175,                 2.5295,                 3.0137,                 2.6512,             0.00048211,             0.00048211,             0.00048211
                     31,                 3.0334,                 3.2323,                 2.8263,                0.45096,                 0.1199,                0.22905,                0.10723,                 2.5148,                 3.0095,                 2.6056,              0.0004755,              0.0004755,              0.0004755
                     32,                 3.0984,                  3.207,                 2.6742,                0.42286,                0.15168,                0.23454,                 0.1094,                  2.528,                 2.9041,                 2.6119,              0.0004689,              0.0004689,              0.0004689
                     33,                 2.8862,                 3.1858,                 2.6821,                0.61436,                0.15119,                0.26015,                0.11736,                 2.5114,                 2.8546,                 2.5877,              0.0004623,              0.0004623,              0.0004623
                     34,                 2.9763,                 3.1236,                  2.608,                0.50344,                0.16741,                0.26612,                0.12277,                 2.4661,                 2.8212,                 2.5342,             0.00045569,             0.00045569,             0.00045569
                     35,                 2.9394,                  3.148,                 2.6587,                0.43844,                0.19613,                0.25603,                0.12091,                  2.412,                  2.813,                 2.4955,             0.00044909,             0.00044909,             0.00044909
                     36,                 2.8253,                 3.0762,                 2.5676,                0.45473,                0.19547,                0.25073,                0.12123,                 2.4201,                 2.8172,                 2.4754,             0.00044249,             0.00044249,             0.00044249
                     37,                 2.7807,                 3.0589,                 2.5777,                0.32015,                0.30275,                0.26306,                0.13054,                 2.4253,                 2.8257,                 2.4706,             0.00043588,             0.00043588,             0.00043588
                     38,                 2.9253,                  3.046,                 2.5342,                0.32752,                0.28822,                0.27675,                0.13456,                 2.4084,                 2.8085,                 2.4446,             0.00042928,             0.00042928,             0.00042928
                     39,                 2.8168,                 3.0034,                 2.4675,                0.34049,                0.28213,                  0.277,                0.13297,                 2.4217,                 2.7924,                 2.4189,             0.00042268,             0.00042268,             0.00042268
                     40,                   2.77,                 2.8858,                 2.4963,                0.40174,                0.27974,                0.28055,                 0.1361,                 2.3664,                 2.7087,                 2.3874,             0.00041607,             0.00041607,             0.00041607
                     41,                 2.7397,                 2.8677,                 2.4634,                0.26079,                 0.3051,                0.28209,                0.12611,                 2.3643,                 2.6677,                 2.3609,             0.00040947,             0.00040947,             0.00040947
                     42,                  2.798,                 2.9164,                 2.4527,                0.28643,                0.31528,                0.28091,                0.12313,                  2.329,                 2.6532,                 2.3384,             0.00040287,             0.00040287,             0.00040287
                     43,                 2.7849,                 2.9511,                 2.4754,                0.33285,                0.32062,                0.30211,                0.13339,                 2.2812,                 2.6131,                 2.3384,             0.00039626,             0.00039626,             0.00039626
                     44,                 2.7488,                   2.79,                 2.2919,                0.46861,                0.31296,                0.32418,                0.15369,                 2.2797,                 2.6534,                  2.329,             0.00038966,             0.00038966,             0.00038966
                     45,                  2.676,                 2.9109,                 2.4116,                0.59573,                0.28903,                0.31344,                0.15737,                 2.3002,                 2.6611,                 2.3273,             0.00038306,             0.00038306,             0.00038306
                     46,                 2.7632,                 2.8356,                 2.3572,                0.58466,                0.27474,                0.31907,                0.15389,                 2.2818,                  2.632,                 2.2966,             0.00037645,             0.00037645,             0.00037645
                     47,                   2.65,                 2.7046,                  2.259,                0.55745,                0.34002,                0.33774,                0.16137,                 2.2423,                 2.6064,                 2.2497,             0.00036985,             0.00036985,             0.00036985
                     48,                 2.6082,                 2.7058,                  2.242,                0.70142,                0.21904,                 0.3471,                0.16251,                 2.2212,                 2.6013,                 2.2072,             0.00036325,             0.00036325,             0.00036325
                     49,                 2.6285,                 2.7779,                  2.298,                0.91395,                0.17311,                0.31125,                0.14433,                 2.2377,                 2.5727,                 2.1751,             0.00035664,             0.00035664,             0.00035664
                     50,                 2.6345,                 2.7509,                 2.2091,                0.64286,                0.20885,                0.30184,                0.14478,                 2.2095,                  2.503,                 2.1451,             0.00035004,             0.00035004,             0.00035004
                     51,                 2.6139,                 2.7112,                 2.1771,                0.54688,                0.21952,                0.26993,                0.12122,                 2.2614,                 2.4979,                 2.1477,             0.00034344,             0.00034344,             0.00034344
                     52,                 2.6968,                 2.8022,                 2.2977,                0.64627,                0.19163,                0.25372,                0.10924,                  2.283,                 2.4928,                 2.1463,             0.00033683,             0.00033683,             0.00033683
                     53,                 2.6868,                 2.7265,                 2.3033,                0.69028,                0.20447,                0.29958,                0.13543,                 2.2348,                 2.4424,                 2.1303,             0.00033023,             0.00033023,             0.00033023
                     54,                 2.6273,                 2.8382,                 2.4056,                0.70331,                0.23823,                0.37522,                0.18489,                 2.1403,                 2.4773,                 2.1227,             0.00032363,             0.00032363,             0.00032363
                     55,                 2.6315,                 2.6473,                 2.1543,                0.68761,                0.20322,                0.38871,                0.19838,                 2.0965,                 2.5882,                  2.142,             0.00031703,             0.00031703,             0.00031703
                     56,                 2.6129,                   2.65,                 2.1077,                0.76935,                0.18851,                 0.3826,                0.19917,                  2.077,                 2.6052,                 2.1314,             0.00031042,             0.00031042,             0.00031042
                     57,                 2.5567,                 2.6089,                 2.1494,                 0.7296,                 0.3123,                0.39097,                0.18769,                 2.0772,                 2.4985,                 2.1152,             0.00030382,             0.00030382,             0.00030382
                     58,                 2.6075,                 2.6094,                 2.1631,                0.72549,                0.34892,                0.37811,                0.17367,                  2.123,                 2.4184,                 2.1117,             0.00029722,             0.00029722,             0.00029722
                     59,                 2.5583,                 2.7353,                 2.2138,                 0.7021,                0.24788,                0.35283,                0.15602,                 2.2136,                 2.4443,                 2.1152,             0.00029061,             0.00029061,             0.00029061
                     60,                 2.5616,                 2.5844,                 2.1888,                0.67016,                0.24971,                0.35659,                0.16006,                 2.2081,                 2.3842,                 2.0834,             0.00028401,             0.00028401,             0.00028401
                     61,                 2.4532,                 2.5662,                 2.1396,                0.80314,                0.24149,                0.36676,                0.17113,                 2.1117,                 2.2955,                 2.0386,             0.00027741,             0.00027741,             0.00027741
                     62,                 2.6549,                 2.6098,                 2.1857,                0.77293,                 0.2344,                0.37762,                 0.1887,                 2.0413,                 2.2319,                 2.0073,              0.0002708,              0.0002708,              0.0002708
                     63,                 2.4802,                 2.5208,                 2.0809,                0.62725,                0.36239,                0.39995,                0.19986,                  2.017,                 2.1803,                 1.9978,              0.0002642,              0.0002642,              0.0002642
                     64,                 2.4888,                  2.522,                 2.1442,                0.63181,                0.35689,                0.41228,                0.20901,                 2.0131,                 2.1434,                 1.9948,              0.0002576,              0.0002576,              0.0002576
                     65,                 2.4865,                 2.5506,                 2.0668,                0.71575,                0.34613,                0.41359,                0.21387,                 1.9947,                 2.1348,                 1.9865,             0.00025099,             0.00025099,             0.00025099
                     66,                 2.5068,                 2.6051,                  2.161,                0.64176,                0.36486,                0.41394,                0.21959,                 1.9704,                 2.1397,                 1.9824,             0.00024439,             0.00024439,             0.00024439
                     67,                 2.5246,                 2.4835,                 2.1138,                0.68681,                0.40485,                0.42271,                0.22137,                 1.9477,                 2.1603,                 1.9805,             0.00023779,             0.00023779,             0.00023779
                     68,                 2.4022,                   2.43,                 2.0305,                0.74011,                0.28468,                0.42334,                0.22186,                 1.9476,                 2.1692,                 1.9837,             0.00023118,             0.00023118,             0.00023118
                     69,                 2.4945,                 2.5078,                 2.1682,                0.74601,                0.28857,                0.42325,                0.21556,                  1.959,                 2.1656,                  1.988,             0.00022458,             0.00022458,             0.00022458
                     70,                 2.4213,                  2.386,                 2.0832,                 0.7275,                 0.2996,                0.41504,                0.21005,                  1.965,                 2.1653,                 1.9846,             0.00021798,             0.00021798,             0.00021798
                     71,                 2.5159,                 2.4897,                 2.1166,                 0.6001,                 0.3115,                0.42065,                0.20863,                 1.9727,                 2.1299,                 1.9738,             0.00021137,             0.00021137,             0.00021137
                     72,                 2.3649,                 2.5158,                 2.1088,                 0.5624,                0.41597,                0.42163,                0.21846,                 1.9382,                 2.0728,                 1.9398,             0.00020477,             0.00020477,             0.00020477
                     73,                 2.3546,                 2.3537,                 2.1129,                0.63408,                0.40088,                 0.4296,                0.23073,                 1.9174,                 2.0454,                  1.925,             0.00019817,             0.00019817,             0.00019817
                     74,                 2.5413,                 2.4225,                 2.0875,                0.68703,                0.35911,                0.43306,                 0.2343,                 1.9394,                 2.0468,                 1.9416,             0.00019156,             0.00019156,             0.00019156
                     75,                 2.3296,                 2.3965,                 2.0877,                0.71715,                0.33903,                0.42876,                0.23864,                 1.9452,                 2.0555,                 1.9437,             0.00018496,             0.00018496,             0.00018496
                     76,                 2.3237,                 2.2796,                 2.0106,                 0.6706,                0.34114,                0.42561,                0.24269,                  1.932,                 2.0524,                 1.9357,             0.00017836,             0.00017836,             0.00017836
                     77,                 2.4586,                 2.4636,                 2.0909,                0.67143,                0.34869,                0.36444,                 0.1995,                 1.9098,                 2.0177,                 1.9242,             0.00017175,             0.00017175,             0.00017175
                     78,                 2.4271,                 2.3948,                 1.9983,                0.65331,                0.37902,                0.35914,                0.18835,                 1.9323,                 2.0051,                 1.9117,             0.00016515,             0.00016515,             0.00016515
                     79,                 2.4428,                 2.4052,                 1.9905,                0.64245,                0.38471,                0.38004,                0.17727,                 1.9931,                 2.0331,                 1.9308,             0.00015855,             0.00015855,             0.00015855
                     80,                  2.386,                 2.4224,                 2.0815,                0.61797,                0.38067,                0.36248,                0.16928,                 2.0487,                 2.0223,                 1.9381,             0.00015194,             0.00015194,             0.00015194
                     81,                 2.3925,                 2.3313,                 2.0101,                 0.6362,                0.36929,                0.36973,                0.17188,                 2.0732,                 2.0186,                 1.9432,             0.00014534,             0.00014534,             0.00014534
                     82,                 2.4307,                 2.3799,                 2.0182,                0.63712,                0.37763,                0.38019,                0.17834,                 2.0178,                 1.9877,                 1.9237,             0.00013874,             0.00013874,             0.00013874
                     83,                 2.4313,                 2.2287,                 1.8912,                0.65188,                0.38065,                0.38448,                0.19057,                 1.9632,                 1.9587,                 1.9035,             0.00013213,             0.00013213,             0.00013213
                     84,                 2.4928,                 2.4231,                  2.097,                0.67453,                0.37415,                0.39588,                 0.1974,                 1.9158,                 1.9423,                 1.8916,             0.00012553,             0.00012553,             0.00012553
                     85,                 2.3205,                 2.2811,                 1.9459,                 0.6578,                0.40313,                0.38537,                0.19962,                 1.8819,                 1.9227,                 1.8761,             0.00011893,             0.00011893,             0.00011893
                     86,                 2.3338,                 2.2538,                 1.9278,                0.64067,                0.40552,                0.38499,                0.20162,                 1.8771,                 1.9201,                 1.8708,             0.00011232,             0.00011232,             0.00011232
                     87,                 2.2193,                 2.2945,                 2.0183,                0.66157,                0.40909,                0.39834,                0.20563,                 1.8643,                 1.9086,                 1.8589,             0.00010572,             0.00010572,             0.00010572
                     88,                 2.3619,                 2.2736,                  2.026,                0.66571,                0.41007,                 0.3974,                 0.2115,                 1.8568,                 1.8937,                 1.8529,             9.9116e-05,             9.9116e-05,             9.9116e-05
                     89,                 2.3887,                 2.3537,                 2.0785,                0.68812,                0.42102,                 0.4139,                0.21933,                  1.858,                 1.8838,                 1.8503,             9.2513e-05,             9.2513e-05,             9.2513e-05
                     90,                 2.2716,                 2.2503,                 1.9952,                 0.6818,                 0.4155,                0.42457,                0.21879,                 1.8688,                 1.8671,                  1.848,              8.591e-05,              8.591e-05,              8.591e-05
                     91,                 2.2181,                 2.4412,                  1.983,                0.64801,                0.46153,                0.40888,                0.21761,                 1.8727,                 1.8761,                 1.8435,             7.9306e-05,             7.9306e-05,             7.9306e-05
                     92,                 2.2536,                 2.5156,                 2.1038,                0.63399,                0.43792,                0.41131,                0.21588,                 1.8713,                 1.8947,                 1.8397,             7.2703e-05,             7.2703e-05,             7.2703e-05
                     93,                 2.1576,                 2.3631,                 2.0289,                0.60825,                0.44333,                0.43419,                0.23132,                 1.8745,                 1.9153,                 1.8395,               6.61e-05,               6.61e-05,               6.61e-05
                     94,                 2.2649,                  2.602,                 2.1695,                0.60167,                  0.444,                0.41017,                0.21885,                 1.8748,                 1.9315,                 1.8409,             5.9496e-05,             5.9496e-05,             5.9496e-05
                     95,                 2.2178,                 2.4371,                 2.0433,                0.61104,                0.44718,                0.40887,                0.21681,                 1.8745,                 1.9383,                 1.8407,             5.2893e-05,             5.2893e-05,             5.2893e-05
                     96,                 2.3018,                 2.4222,                 2.0537,                0.60796,                0.44718,                0.41999,                0.21636,                 1.8672,                 1.9397,                 1.8368,              4.629e-05,              4.629e-05,              4.629e-05
                     97,                 2.1406,                 2.3712,                 2.0143,                0.60832,                 0.4657,                0.41919,                 0.2173,                 1.8623,                 1.9353,                 1.8341,             3.9687e-05,             3.9687e-05,             3.9687e-05
                     98,                 2.1658,                  2.335,                 1.9485,                0.58721,                0.48506,                0.41993,                0.21831,                 1.8574,                 1.9317,                 1.8315,             3.3083e-05,             3.3083e-05,             3.3083e-05
                     99,                 2.1237,                 2.3477,                  2.022,                0.61182,                0.44758,                0.43304,                0.22692,                 1.8518,                 1.9253,                 1.8278,              2.648e-05,              2.648e-05,              2.648e-05
                    100,                 2.1805,                 2.3954,                 2.0866,                0.59947,                0.47722,                0.41117,                0.21367,                 1.8453,                 1.9177,                 1.8224,             1.9877e-05,             1.9877e-05,             1.9877e-05
