                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.5395,                  2.092,                 1.1357,                0.63726,                0.21093,                0.23395,                0.12392,                 1.8619,                 3.0951,                 1.3766,             0.00051525,             0.00051525,             0.00051525
                     20,                 1.6153,                 1.9675,                 1.1513,                0.81428,                0.21718,                 0.2688,                0.14138,                 1.8655,                 3.0693,                 1.4022,             0.00053612,             0.00053612,             0.00053612
                     21,                 1.5666,                 1.8484,                 1.1664,                 0.7656,                0.22029,                0.28665,                0.15267,                  1.967,                 3.1271,                 1.5473,             0.00053493,             0.00053493,             0.00053493
                     22,                  1.648,                 2.0521,                 1.1484,                0.85419,                0.17766,                 0.2887,                0.15695,                 2.0286,                 3.1967,                 1.6695,             0.00053493,             0.00053493,             0.00053493
                     23,                 1.5548,                 1.8318,                 1.1376,                0.85419,                0.17766,                 0.2887,                0.15695,                 2.0286,                 3.1967,                 1.6695,             0.00052833,             0.00052833,             0.00052833
                     24,                 1.6037,                 1.8301,                 1.1245,                0.61209,                0.19264,                0.27747,                0.15197,                 2.0453,                 3.2252,                 1.6787,             0.00052173,             0.00052173,             0.00052173
                     25,                 1.5499,                 1.9124,                 1.1124,                0.60942,                0.30582,                0.33166,                0.18311,                 1.9449,                 2.9925,                 1.5249,             0.00051512,             0.00051512,             0.00051512
                     26,                  1.622,                  1.846,                 1.1255,                0.60942,                0.30582,                0.33166,                0.18311,                 1.9449,                 2.9925,                 1.5249,             0.00050852,             0.00050852,             0.00050852
                     27,                 1.5541,                 1.7795,                 1.1201,                0.67617,                0.30817,                0.38229,                 0.2129,                 1.7943,                  2.727,                 1.3265,             0.00050192,             0.00050192,             0.00050192
                     28,                 1.5826,                 1.7958,                 1.1314,                0.63735,                0.44488,                0.38071,                0.19797,                 1.8227,                 2.6364,                 1.3181,             0.00049531,             0.00049531,             0.00049531
                     29,                 1.4981,                 1.6251,                 1.1303,                0.50143,                0.44365,                0.42713,                0.23841,                 1.8219,                 2.6266,                 1.3024,             0.00048871,             0.00048871,             0.00048871
                     30,                 1.5385,                 1.7088,                 1.1072,                0.50143,                0.44365,                0.42713,                0.23841,                 1.8219,                 2.6266,                 1.3024,             0.00048211,             0.00048211,             0.00048211
                     31,                 1.4804,                  1.645,                 1.1279,                0.50303,                 0.4257,                0.38428,                0.20145,                 1.8149,                 2.6422,                  1.301,              0.0004755,              0.0004755,              0.0004755
                     32,                 1.4911,                 1.6305,                 1.1279,                0.36266,                0.44488,                0.39502,                0.21609,                 1.7911,                 2.6986,                 1.2969,              0.0004689,              0.0004689,              0.0004689
                     33,                 1.5138,                 1.6505,                 1.0918,                0.36266,                0.44488,                0.39502,                0.21609,                 1.7911,                 2.6986,                 1.2969,              0.0004623,              0.0004623,              0.0004623
                     34,                 1.5153,                 1.6235,                 1.0811,                0.38175,                0.44762,                0.40423,                0.22501,                 1.7862,                 2.7338,                 1.3147,             0.00045569,             0.00045569,             0.00045569
                     35,                 1.4592,                 1.5172,                 1.1013,                 0.3966,                0.42046,                0.45799,                0.27599,                 1.7932,                  2.685,                 1.3156,             0.00044909,             0.00044909,             0.00044909
                     36,                 1.4866,                 1.5369,                 1.0991,                0.62686,                0.33565,                0.46949,                0.26097,                 1.7892,                 2.6018,                  1.307,             0.00044249,             0.00044249,             0.00044249
                     37,                 1.3973,                 1.4555,                 1.0819,                0.62686,                0.33565,                0.46949,                0.26097,                 1.7892,                 2.6018,                  1.307,             0.00043588,             0.00043588,             0.00043588
                     38,                 1.5471,                 1.6518,                 1.0898,                0.50687,                0.43858,                0.47513,                0.25075,                 1.8444,                 2.5406,                 1.3382,             0.00042928,             0.00042928,             0.00042928
                     39,                 1.4437,                 1.5064,                  1.075,                0.55694,                0.43393,                0.48926,                0.25396,                 1.8284,                 2.5121,                 1.3426,             0.00042268,             0.00042268,             0.00042268
                     40,                 1.4392,                 1.5433,                 1.0752,                0.55694,                0.43393,                0.48926,                0.25396,                 1.8284,                 2.5121,                 1.3426,             0.00041607,             0.00041607,             0.00041607
                     41,                 1.3892,                 1.3624,                 1.0808,                0.61627,                0.41479,                0.49653,                0.25777,                 1.8021,                  2.512,                 1.3326,             0.00040947,             0.00040947,             0.00040947
                     42,                 1.4357,                 1.3649,                 1.1242,                0.62005,                0.42753,                0.49564,                0.27383,                 1.8172,                 2.6123,                 1.3469,             0.00040287,             0.00040287,             0.00040287
                     43,                 1.3873,                 1.3775,                 1.0817,                0.66319,                0.42972,                0.46311,                0.25348,                 1.8353,                  2.628,                 1.3778,             0.00039626,             0.00039626,             0.00039626
                     44,                 1.4472,                 1.4726,                 1.0863,                0.66319,                0.42972,                0.46311,                0.25348,                 1.8353,                  2.628,                 1.3778,             0.00038966,             0.00038966,             0.00038966
                     45,                 1.3909,                 1.3475,                 1.0976,                 0.6234,                0.43254,                0.45843,                 0.2576,                 1.8463,                 2.6457,                 1.3929,             0.00038306,             0.00038306,             0.00038306
                     46,                 1.4424,                 1.5094,                 1.0735,                0.60745,                0.46423,                0.46252,                0.24734,                 1.8292,                 2.6058,                 1.3681,             0.00037645,             0.00037645,             0.00037645
                     47,                 1.4371,                 1.4296,                 1.0773,                0.60745,                0.46423,                0.46252,                0.24734,                 1.8292,                 2.6058,                 1.3681,             0.00036985,             0.00036985,             0.00036985
                     48,                 1.3611,                 1.3752,                 1.0515,                0.59378,                0.46408,                0.51794,                0.27331,                  1.847,                 2.5073,                 1.3538,             0.00036325,             0.00036325,             0.00036325
                     49,                 1.3626,                 1.3424,                 1.0525,                0.75021,                0.33293,                0.53504,                0.25651,                 1.8858,                 2.3447,                 1.3583,             0.00035664,             0.00035664,             0.00035664
                     50,                 1.4277,                 1.3717,                 1.0568,                0.74817,                0.34197,                0.47491,                0.22236,                 1.9054,                 2.2208,                 1.3475,             0.00035004,             0.00035004,             0.00035004
                     51,                 1.4088,                 1.2945,                 1.0754,                0.74817,                0.34197,                0.47491,                0.22236,                 1.9054,                 2.2208,                 1.3475,             0.00034344,             0.00034344,             0.00034344
                     52,                  1.404,                 1.2762,                 1.0647,                0.80762,                0.31728,                0.44758,                0.21691,                 1.8581,                 2.1816,                 1.3193,             0.00033683,             0.00033683,             0.00033683
                     53,                 1.3488,                 1.3091,                 1.0665,                0.73425,                0.34134,                0.43863,                0.23193,                 1.7842,                 2.1949,                 1.2807,             0.00033023,             0.00033023,             0.00033023
                     54,                 1.3256,                 1.2226,                 1.0577,                0.73425,                0.34134,                0.43863,                0.23193,                 1.7842,                 2.1949,                 1.2807,             0.00032363,             0.00032363,             0.00032363
                     55,                 1.3597,                 1.2509,                 1.0771,                0.72783,                0.33289,                0.42981,                0.23389,                 1.7394,                  2.236,                 1.2665,             0.00031703,             0.00031703,             0.00031703
                     56,                 1.3106,                 1.1873,                 1.0603,                0.88881,                0.31973,                0.42628,                0.23648,                 1.7235,                 2.2582,                 1.2676,             0.00031042,             0.00031042,             0.00031042
                     57,                 1.3904,                 1.1629,                 1.0429,                0.89009,                0.31531,                0.44699,                0.27148,                 1.7345,                 2.2766,                 1.2753,             0.00030382,             0.00030382,             0.00030382
                     58,                 1.2705,                 1.2205,                  1.066,                0.89009,                0.31531,                0.44699,                0.27148,                 1.7345,                 2.2766,                 1.2753,             0.00029722,             0.00029722,             0.00029722
                     59,                 1.3777,                 1.2944,                  1.058,                0.57612,                0.47773,                0.50434,                0.31184,                 1.7624,                 2.2693,                 1.2912,             0.00029061,             0.00029061,             0.00029061
                     60,                  1.345,                 1.2556,                 1.0263,                0.58808,                 0.4746,                0.50796,                0.31258,                 1.7891,                 2.2896,                 1.3038,             0.00028401,             0.00028401,             0.00028401
                     61,                 1.3289,                 1.2887,                 1.0409,                0.58808,                 0.4746,                0.50796,                0.31258,                 1.7891,                 2.2896,                 1.3038,             0.00027741,             0.00027741,             0.00027741
                     62,                 1.3265,                 1.2335,                 1.0333,                0.56436,                0.47116,                0.51857,                 0.2984,                 1.8005,                 2.2673,                 1.3056,              0.0002708,              0.0002708,              0.0002708
                     63,                 1.3714,                 1.2849,                 1.0645,                0.55264,                 0.4743,                 0.5224,                0.28323,                 1.7976,                 2.2485,                 1.3042,              0.0002642,              0.0002642,              0.0002642
                     64,                 1.3688,                 1.2037,                 1.0562,                0.41478,                 0.4739,                0.52106,                0.28588,                 1.7739,                 2.2322,                 1.2974,              0.0002576,              0.0002576,              0.0002576
                     65,                 1.2826,                 1.1385,                 1.0535,                0.41478,                 0.4739,                0.52106,                0.28588,                 1.7739,                 2.2322,                 1.2974,             0.00025099,             0.00025099,             0.00025099
                     66,                 1.3227,                 1.1763,                 1.0588,                0.42048,                 0.4749,                0.46211,                0.24998,                 1.7303,                 2.2521,                 1.2792,             0.00024439,             0.00024439,             0.00024439
                     67,                 1.3225,                  1.199,                 1.0835,                0.55587,                 0.4739,                0.46638,                0.25593,                 1.7131,                 2.2387,                  1.276,             0.00023779,             0.00023779,             0.00023779
                     68,                 1.2527,                 1.1009,                 1.0232,                0.55587,                 0.4739,                0.46638,                0.25593,                 1.7131,                 2.2387,                  1.276,             0.00023118,             0.00023118,             0.00023118
                     69,                 1.3594,                 1.1575,                 1.0299,                0.60542,                0.46549,                0.46493,                0.27112,                 1.7456,                  2.289,                 1.3071,             0.00022458,             0.00022458,             0.00022458
                     70,                 1.2872,                 1.1853,                  1.037,                0.61678,                0.46548,                0.46807,                0.26014,                 1.7855,                 2.3307,                 1.3364,             0.00021798,             0.00021798,             0.00021798
                     71,                 1.3532,                 1.0801,                 1.0344,                0.74646,                0.46313,                0.47463,                 0.2684,                 1.7954,                 2.2959,                 1.3309,             0.00021137,             0.00021137,             0.00021137
                     72,                 1.3261,                 1.2536,                 1.0857,                0.74646,                0.46313,                0.47463,                 0.2684,                 1.7954,                 2.2959,                 1.3309,             0.00020477,             0.00020477,             0.00020477
                     73,                 1.2546,                 1.0965,                 1.0278,                  0.766,                0.45647,                 0.5316,                0.30659,                 1.7898,                  2.243,                 1.3222,             0.00019817,             0.00019817,             0.00019817
                     74,                 1.2805,                 1.1243,                 1.0167,                0.81266,                0.45831,                0.53018,                0.30471,                 1.8099,                 2.2204,                  1.326,             0.00019156,             0.00019156,             0.00019156
                     75,                 1.3257,                 1.1371,                  1.035,                0.81266,                0.45831,                0.53018,                0.30471,                 1.8099,                 2.2204,                  1.326,             0.00018496,             0.00018496,             0.00018496
                     76,                 1.3182,                 1.1106,                 1.0255,                0.82633,                0.45829,                0.53149,                0.29098,                 1.8377,                 2.2076,                 1.3379,             0.00017836,             0.00017836,             0.00017836
                     77,                  1.326,                 1.0486,                 1.0409,                 0.7111,                0.45829,                0.54573,                  0.294,                 1.8449,                 2.2009,                 1.3443,             0.00017175,             0.00017175,             0.00017175
                     78,                 1.2534,                 1.0601,                 1.0014,                0.72581,                0.46042,                0.53832,                0.30394,                 1.8415,                 2.1943,                 1.3461,             0.00016515,             0.00016515,             0.00016515
                     79,                 1.2677,                  1.082,                 0.9999,                0.72581,                0.46042,                0.53832,                0.30394,                 1.8415,                 2.1943,                 1.3461,             0.00015855,             0.00015855,             0.00015855
                     80,                 1.3281,                 1.1723,                 1.0423,                0.72471,                0.46068,                0.54355,                0.30694,                 1.8353,                  2.208,                 1.3474,             0.00015194,             0.00015194,             0.00015194
                     81,                 1.2377,                 1.0512,                 1.0156,                 0.7384,                0.46028,                0.54948,                0.31116,                 1.8194,                 2.2119,                 1.3478,             0.00014534,             0.00014534,             0.00014534
                     82,                 1.2529,                 1.0665,                 1.0159,                 0.7384,                0.46028,                0.54948,                0.31116,                 1.8194,                 2.2119,                 1.3478,             0.00013874,             0.00013874,             0.00013874
                     83,                 1.2515,                 1.0411,                 1.0359,                0.73973,                0.44627,                0.54004,                0.33336,                 1.7969,                 2.2221,                 1.3445,             0.00013213,             0.00013213,             0.00013213
                     84,                 1.2724,                 1.0478,                 1.0171,                0.75737,                0.44559,                0.54837,                 0.3359,                 1.7972,                 2.2069,                 1.3444,             0.00012553,             0.00012553,             0.00012553
                     85,                 1.3124,                 1.1082,                0.99693,                0.76478,                0.44011,                0.54515,                0.33506,                 1.7892,                 2.1721,                 1.3382,             0.00011893,             0.00011893,             0.00011893
                     86,                 1.2765,                 1.0638,                 1.0204,                0.76478,                0.44011,                0.54515,                0.33506,                 1.7892,                 2.1721,                 1.3382,             0.00011232,             0.00011232,             0.00011232
                     87,                 1.2654,                 1.0557,                 1.0343,                0.75002,                0.44559,                0.55104,                0.33587,                 1.7797,                 2.1494,                 1.3315,             0.00010572,             0.00010572,             0.00010572
                     88,                 1.2579,                0.99516,                 1.0138,                0.74229,                0.44559,                0.58118,                0.33379,                 1.7702,                  2.141,                 1.3295,             9.9116e-05,             9.9116e-05,             9.9116e-05
                     89,                  1.251,                 1.0794,                 1.0259,                0.74229,                0.44559,                0.58118,                0.33379,                 1.7702,                  2.141,                 1.3295,             9.2513e-05,             9.2513e-05,             9.2513e-05
                     90,                 1.2166,                  1.021,                  1.005,                 0.7346,                0.45282,                0.59334,                  0.339,                 1.7747,                 2.1298,                 1.3316,              8.591e-05,              8.591e-05,              8.591e-05
                     91,                  1.246,                 1.0831,                 1.0445,                0.62044,                0.45454,                0.59057,                0.33791,                 1.7845,                 2.1241,                 1.3343,             7.9306e-05,             7.9306e-05,             7.9306e-05
                     92,                 1.2058,                 1.0491,                 1.0361,                0.62287,                0.46437,                 0.5958,                0.33516,                 1.7989,                 2.1323,                 1.3444,             7.2703e-05,             7.2703e-05,             7.2703e-05
                     93,                 1.1621,                 1.0138,                  1.037,                0.62287,                0.46437,                 0.5958,                0.33516,                 1.7989,                 2.1323,                 1.3444,               6.61e-05,               6.61e-05,               6.61e-05
                     94,                 1.1527,                 1.0437,                 1.0146,                 0.6321,                0.47285,                0.59452,                 0.3413,                 1.8116,                 2.1387,                 1.3501,             5.9496e-05,             5.9496e-05,             5.9496e-05
                     95,                 1.1474,                 1.0165,                 1.0194,                0.62523,                0.46892,                0.60721,                0.33692,                 1.8134,                 2.1415,                 1.3521,             5.2893e-05,             5.2893e-05,             5.2893e-05
                     96,                 1.2152,                 1.0805,                 1.0013,                0.62523,                0.46892,                0.60721,                0.33692,                 1.8134,                 2.1415,                 1.3521,              4.629e-05,              4.629e-05,              4.629e-05
                     97,                 1.2218,                 1.0642,                 1.0164,                0.62206,                0.47179,                0.60519,                0.33641,                 1.8141,                 2.1344,                 1.3514,             3.9687e-05,             3.9687e-05,             3.9687e-05
                     98,                 1.1666,                 1.0175,                 1.0196,                0.61815,                0.46755,                0.60465,                0.33537,                 1.8166,                 2.1359,                 1.3512,             3.3083e-05,             3.3083e-05,             3.3083e-05
                     99,                 1.1611,                 1.0065,                0.99993,                0.62118,                0.46755,                0.60492,                0.33354,                 1.8207,                 2.1366,                 1.3532,              2.648e-05,              2.648e-05,              2.648e-05
                    100,                 1.1437,                0.98678,                 1.0084,                0.62118,                0.46755,                0.60492,                0.33354,                 1.8207,                 2.1366,                 1.3532,             1.9877e-05,             1.9877e-05,             1.9877e-05
